TotalAmount;BikePurchase;CustomerID;Country;CountryRegionCode;Group;PersonID;PersonType;DateFirstPurchase;yearpurchase;monthpurchase;daypurchase;BirthDate;Age;MaritalStatus;YearlyIncome;Gender;TotalChildren;Education;Occupation;HomeOwnerFlag;NumberCarsOwned
1344,47;1;26757;Australia;AU;Pacific;15196;IN;2003-03-22 00:00:00.000;2003;3;22;1959-03-14 00:00:00.000;62;S;75001-100000;M;1;Bachelors ;Professional;1;1
1322,98;1;26758;Australia;AU;Pacific;5344;IN;2003-03-28 00:00:00.000;2003;3;28;1959-03-02 00:00:00.000;62;S;75001-100000;M;5;Bachelors ;Professional;1;1
1322,98;1;26760;Australia;AU;Pacific;2975;IN;2003-03-14 00:00:00.000;2003;3;14;1963-10-18 00:00:00.000;58;S;50001-75000;F;0;Bachelors ;Professional;0;2
1938,47;1;26761;Australia;AU;Pacific;10383;IN;2003-03-18 00:00:00.000;2003;3;18;1962-07-04 00:00:00.000;59;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
1957,47;1;26763;Australia;AU;Pacific;9262;IN;2003-03-12 00:00:00.000;2003;3;12;1961-02-13 00:00:00.000;60;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
1938,47;1;26764;Australia;AU;Pacific;4341;IN;2003-03-03 00:00:00.000;2003;3;3;1961-02-09 00:00:00.000;60;M;50001-75000;M;1;Partial College;Skilled Manual;1;1
1331,97;1;26767;Australia;AU;Pacific;12033;IN;2003-03-12 00:00:00.000;2003;3;12;1957-10-25 00:00:00.000;64;S;50001-75000;F;1;Partial College;Skilled Manual;0;1
1371,95;1;26768;Australia;AU;Pacific;8719;IN;2003-03-11 00:00:00.000;2003;3;11;1957-12-12 00:00:00.000;64;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
1331,97;1;26774;Australia;AU;Pacific;7694;IN;2003-03-19 00:00:00.000;2003;3;19;1957-09-13 00:00:00.000;64;M;50001-75000;F;1;Partial College;Skilled Manual;1;1
699,0982;1;26782;Canada;CA;North America;4330;IN;2002-01-01 00:00:00.000;2002;1;1;1980-09-25 00:00:00.000;41;S;25001-50000;M;0;High School;Skilled Manual;0;2
2071,4196;1;26786;Southwest;US;North America;4291;IN;2003-01-09 00:00:00.000;2003;1;9;1978-05-01 00:00:00.000;43;S;25001-50000;M;0;Partial High School;Clerical;0;2
699,0982;1;26789;Canada;CA;North America;15319;IN;2002-02-06 00:00:00.000;2002;2;6;1978-11-10 00:00:00.000;43;S;25001-50000;M;0;High School;Skilled Manual;0;2
1992,46;1;26795;Australia;AU;Pacific;5379;IN;2003-04-29 00:00:00.000;2003;4;29;1940-07-13 00:00:00.000;81;M;25001-50000;M;2;Bachelors ;Management;1;2
1957,47;1;26796;Australia;AU;Pacific;4877;IN;2003-04-11 00:00:00.000;2003;4;11;1941-03-22 00:00:00.000;80;S;25001-50000;M;2;Bachelors ;Management;1;2
1957,47;1;26797;Australia;AU;Pacific;11188;IN;2003-04-17 00:00:00.000;2003;4;17;1943-04-22 00:00:00.000;78;S;25001-50000;M;2;Bachelors ;Management;0;2
2049,0982;1;26801;Southwest;US;North America;13686;IN;2003-01-11 00:00:00.000;2003;1;11;1976-07-19 00:00:00.000;45;M;50001-75000;M;0;Partial College;Skilled Manual;1;1
2071,4196;1;26805;Southwest;US;North America;9150;IN;2003-01-09 00:00:00.000;2003;1;9;1973-10-09 00:00:00.000;48;S;50001-75000;F;0;Partial College;Skilled Manual;0;1
2071,4196;1;26811;Southwest;US;North America;15523;IN;2003-01-12 00:00:00.000;2003;1;12;1965-10-04 00:00:00.000;56;S;25001-50000;F;3;Bachelors ;Skilled Manual;1;3
2049,0982;1;26814;Northwest;US;North America;17040;IN;2003-01-14 00:00:00.000;2003;1;14;1965-04-04 00:00:00.000;56;M;50001-75000;M;0;Graduate Degree;Professional;1;0
2049,0982;1;26815;Northwest;US;North America;8529;IN;2003-02-02 00:00:00.000;2003;2;2;1965-05-03 00:00:00.000;56;M;50001-75000;F;0;Graduate Degree;Professional;1;0
1735,98;1;26816;France;FR;Europe;5571;IN;2004-05-18 00:00:00.000;2004;5;18;1968-03-09 00:00:00.000;53;M;25001-50000;M;0;Graduate Degree;Clerical;1;0
553,97;1;26817;United Kingdom;GB;Europe;4411;IN;2003-12-05 00:00:00.000;2003;12;5;1968-10-22 00:00:00.000;53;S;25001-50000;M;0;Graduate Degree;Clerical;1;0
2407,04;1;26818;Germany;DE;Europe;13733;IN;2004-04-09 00:00:00.000;2004;4;9;1967-06-16 00:00:00.000;54;S;0-25000;M;3;High School;Manual;1;1
2442,03;1;26822;Germany;DE;Europe;7336;IN;2004-05-27 00:00:00.000;2004;5;27;1967-02-09 00:00:00.000;54;S;0-25000;F;1;Partial College;Manual;1;1
2419,06;1;26823;Germany;DE;Europe;3228;IN;2004-06-15 00:00:00.000;2004;6;15;1967-05-02 00:00:00.000;54;S;25001-50000;F;1;Bachelors ;Clerical;0;0
567,76;1;26824;United Kingdom;GB;Europe;13912;IN;2003-11-20 00:00:00.000;2003;11;20;1966-03-06 00:00:00.000;55;S;0-25000;F;4;Partial High School;Manual;1;1
1228,83;1;26825;Germany;DE;Europe;14646;IN;2003-07-31 00:00:00.000;2003;7;31;1966-10-10 00:00:00.000;55;M;0-25000;M;4;Partial High School;Manual;1;1
1237,82;1;26826;Germany;DE;Europe;15149;IN;2003-07-03 00:00:00.000;2003;7;3;1966-07-06 00:00:00.000;55;S;0-25000;F;5;Partial High School;Manual;1;1
1750,98;1;26827;France;FR;Europe;15036;IN;2004-05-01 00:00:00.000;2004;5;1;1967-01-18 00:00:00.000;54;S;25001-50000;F;0;Bachelors ;Clerical;0;0
1732,26;1;26828;France;FR;Europe;3077;IN;2004-05-07 00:00:00.000;2004;5;7;1967-08-10 00:00:00.000;54;M;25001-50000;F;0;Bachelors ;Clerical;1;0
1728,27;1;26829;Germany;DE;Europe;9270;IN;2004-06-26 00:00:00.000;2004;6;26;1967-09-23 00:00:00.000;54;M;25001-50000;F;0;Bachelors ;Clerical;1;0
553,97;1;26830;United Kingdom;GB;Europe;7945;IN;2003-11-29 00:00:00.000;2003;11;29;1966-09-22 00:00:00.000;55;M;25001-50000;M;1;Bachelors ;Clerical;1;1
1264,84;1;26831;Germany;DE;Europe;9234;IN;2003-07-17 00:00:00.000;2003;7;17;1966-03-04 00:00:00.000;55;M;25001-50000;M;1;Bachelors ;Clerical;1;1
548,98;1;26837;United Kingdom;GB;Europe;14886;IN;2003-11-14 00:00:00.000;2003;11;14;1965-03-07 00:00:00.000;56;M;0-25000;M;2;High School;Manual;1;0
539,99;1;26842;United Kingdom;GB;Europe;14274;IN;2003-11-01 00:00:00.000;2003;11;1;1964-06-25 00:00:00.000;57;M;0-25000;F;5;Partial High School;Manual;1;1
607,96;1;26848;United Kingdom;GB;Europe;12029;IN;2003-12-21 00:00:00.000;2003;12;21;1964-11-17 00:00:00.000;57;M;0-25000;F;3;High School;Manual;1;0
786,33;1;26853;France;FR;Europe;19383;IN;2003-11-09 00:00:00.000;2003;11;9;1966-01-13 00:00:00.000;55;S;25001-50000;M;2;Partial College;Manual;1;0
1714,97;1;26854;France;FR;Europe;6426;IN;2004-05-07 00:00:00.000;2004;5;7;1966-01-13 00:00:00.000;55;S;25001-50000;M;0;Bachelors ;Professional;1;0
1700,99;1;26855;France;FR;Europe;7562;IN;2004-05-05 00:00:00.000;2004;5;5;1966-06-09 00:00:00.000;55;M;25001-50000;F;0;Bachelors ;Professional;0;0
810,32;1;26856;France;FR;Europe;3497;IN;2003-11-15 00:00:00.000;2003;11;15;1965-11-03 00:00:00.000;56;M;25001-50000;F;2;Partial College;Clerical;1;1
553,97;1;26858;United Kingdom;GB;Europe;17205;IN;2003-12-22 00:00:00.000;2003;12;22;1965-05-08 00:00:00.000;56;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
539,99;1;26860;United Kingdom;GB;Europe;11755;IN;2003-12-06 00:00:00.000;2003;12;6;1964-10-27 00:00:00.000;57;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
1249,84;1;26862;Germany;DE;Europe;16184;IN;2003-07-20 00:00:00.000;2003;7;20;1963-07-27 00:00:00.000;58;S;25001-50000;F;3;Partial College;Clerical;1;0
1268,84;1;26864;Germany;DE;Europe;19864;IN;2003-07-02 00:00:00.000;2003;7;2;1979-06-02 00:00:00.000;42;S;25001-50000;F;3;Partial College;Clerical;1;1
615,46;1;26866;United Kingdom;GB;Europe;10951;IN;2003-12-25 00:00:00.000;2003;12;25;1979-05-15 00:00:00.000;42;S;25001-50000;F;3;Partial College;Clerical;0;2
1728,27;1;26867;Germany;DE;Europe;14756;IN;2004-06-05 00:00:00.000;2004;6;5;1963-11-15 00:00:00.000;58;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
539,99;1;26868;United Kingdom;GB;Europe;3450;IN;2003-12-13 00:00:00.000;2003;12;13;1963-08-16 00:00:00.000;58;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
553,97;1;26869;United Kingdom;GB;Europe;1758;IN;2003-12-28 00:00:00.000;2003;12;28;1963-08-05 00:00:00.000;58;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
548,98;1;26870;United Kingdom;GB;Europe;15102;IN;2003-12-07 00:00:00.000;2003;12;7;1963-01-26 00:00:00.000;58;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
1249,84;1;26873;Germany;DE;Europe;7230;IN;2003-08-20 00:00:00.000;2003;8;20;1977-05-02 00:00:00.000;44;S;25001-50000;F;0;Partial College;Clerical;1;1
588,96;1;26876;United Kingdom;GB;Europe;19597;IN;2003-12-14 00:00:00.000;2003;12;14;1977-07-25 00:00:00.000;44;S;25001-50000;F;0;Partial College;Clerical;0;1
1273,83;1;26884;Germany;DE;Europe;8395;IN;2003-08-29 00:00:00.000;2003;8;29;1976-09-09 00:00:00.000;45;S;25001-50000;F;0;Partial College;Clerical;0;1
574,98;1;26885;United Kingdom;GB;Europe;19221;IN;2003-12-10 00:00:00.000;2003;12;10;1976-03-10 00:00:00.000;45;S;25001-50000;M;0;Partial College;Clerical;0;1
553,97;1;26886;United Kingdom;GB;Europe;11414;IN;2003-12-23 00:00:00.000;2003;12;23;1976-11-12 00:00:00.000;45;S;25001-50000;F;0;Partial College;Clerical;0;1
588,96;1;26890;United Kingdom;GB;Europe;15389;IN;2003-12-25 00:00:00.000;2003;12;25;1975-03-12 00:00:00.000;46;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
553,97;1;26892;United Kingdom;GB;Europe;15395;IN;2004-01-25 00:00:00.000;2004;1;25;1975-09-19 00:00:00.000;46;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
553,97;1;26895;United Kingdom;GB;Europe;19877;IN;2003-12-29 00:00:00.000;2003;12;29;1973-10-04 00:00:00.000;48;S;0-25000;F;0;Graduate Degree;Manual;0;0
777,34;1;26902;France;FR;Europe;4096;IN;2003-11-09 00:00:00.000;2003;11;9;1962-11-23 00:00:00.000;59;M;25001-50000;M;5;Graduate Degree;Clerical;1;0
800,82;1;26903;France;FR;Europe;12851;IN;2003-11-26 00:00:00.000;2003;11;26;1962-06-05 00:00:00.000;59;M;25001-50000;M;4;Graduate Degree;Clerical;1;0
588,96;1;26910;United Kingdom;GB;Europe;19691;IN;2003-12-29 00:00:00.000;2003;12;29;1938-05-09 00:00:00.000;83;S;25001-50000;F;1;Graduate Degree;Clerical;1;0
607,96;1;26913;United Kingdom;GB;Europe;2888;IN;2003-12-31 00:00:00.000;2003;12;31;1939-05-07 00:00:00.000;82;M;0-25000;M;1;Bachelors ;Clerical;1;0
588,96;1;26914;United Kingdom;GB;Europe;7314;IN;2003-12-22 00:00:00.000;2003;12;22;1940-04-27 00:00:00.000;81;S;0-25000;F;1;Bachelors ;Clerical;1;0
1322,98;1;26916;Australia;AU;Pacific;10522;IN;2003-04-04 00:00:00.000;2003;4;4;1980-08-08 00:00:00.000;41;M;0-25000;F;0;Partial College;Manual;1;1
1339,25;1;26917;Australia;AU;Pacific;14816;IN;2003-04-23 00:00:00.000;2003;4;23;1979-04-05 00:00:00.000;42;M;0-25000;M;0;Partial College;Manual;0;1
1399,94;1;26918;Australia;AU;Pacific;14209;IN;2003-04-27 00:00:00.000;2003;4;27;1976-09-14 00:00:00.000;45;S;0-25000;F;0;High School;Manual;0;2
1350,75;1;26919;Australia;AU;Pacific;6433;IN;2003-04-26 00:00:00.000;2003;4;26;1976-06-26 00:00:00.000;45;S;0-25000;M;0;High School;Manual;1;2
1336,96;1;26920;Australia;AU;Pacific;13526;IN;2003-04-25 00:00:00.000;2003;4;25;1979-03-23 00:00:00.000;42;M;0-25000;M;0;Bachelors ;Clerical;0;0
1336,96;1;26921;Australia;AU;Pacific;19726;IN;2003-04-07 00:00:00.000;2003;4;7;1979-08-20 00:00:00.000;42;M;0-25000;F;0;Bachelors ;Clerical;1;0
1322,98;1;26922;Australia;AU;Pacific;12828;IN;2003-04-30 00:00:00.000;2003;4;30;1978-05-27 00:00:00.000;43;M;0-25000;M;1;High School;Manual;1;0
1322,98;1;26923;Australia;AU;Pacific;17365;IN;2003-04-17 00:00:00.000;2003;4;17;1978-09-07 00:00:00.000;43;M;0-25000;F;0;Bachelors ;Clerical;1;0
1350,75;1;26924;Australia;AU;Pacific;2496;IN;2003-04-15 00:00:00.000;2003;4;15;1977-06-15 00:00:00.000;44;S;0-25000;F;0;Partial College;Manual;0;0
597,95;1;26928;United Kingdom;GB;Europe;13318;IN;2003-12-06 00:00:00.000;2003;12;6;1943-10-20 00:00:00.000;78;S;25001-50000;M;1;Bachelors ;Clerical;1;0
588,96;1;26929;United Kingdom;GB;Europe;9069;IN;2004-02-27 00:00:00.000;2004;2;27;1943-05-13 00:00:00.000;78;M;25001-50000;M;1;Graduate Degree;Clerical;1;0
1263,82;1;26930;Germany;DE;Europe;8527;IN;2003-09-21 00:00:00.000;2003;9;21;1961-05-11 00:00:00.000;60;M;25001-50000;F;4;Graduate Degree;Clerical;1;0
561,48;1;26931;United Kingdom;GB;Europe;3723;IN;2003-12-11 00:00:00.000;2003;12;11;1961-07-12 00:00:00.000;60;M;25001-50000;M;4;Graduate Degree;Clerical;1;0
574,98;1;26932;United Kingdom;GB;Europe;19705;IN;2003-12-17 00:00:00.000;2003;12;17;1961-08-26 00:00:00.000;60;S;25001-50000;F;3;Graduate Degree;Clerical;1;0
1223,84;1;26933;Germany;DE;Europe;5789;IN;2003-10-03 00:00:00.000;2003;10;3;1960-05-14 00:00:00.000;61;M;0-25000;F;1;Partial College;Manual;1;0
553,97;1;26934;United Kingdom;GB;Europe;12131;IN;2003-12-13 00:00:00.000;2003;12;13;1960-03-16 00:00:00.000;61;S;25001-50000;F;3;Graduate Degree;Clerical;0;0
1249,84;1;26936;Germany;DE;Europe;12947;IN;2003-11-24 00:00:00.000;2003;11;24;1959-02-21 00:00:00.000;62;S;0-25000;F;2;Partial College;Manual;0;1
619,46;1;26937;United Kingdom;GB;Europe;6022;IN;2003-12-31 00:00:00.000;2003;12;31;1959-11-21 00:00:00.000;62;S;0-25000;F;2;Partial College;Manual;0;1
722,77;1;26938;United Kingdom;GB;Europe;9047;IN;2003-12-08 00:00:00.000;2003;12;8;1959-02-16 00:00:00.000;62;M;25001-50000;M;3;Graduate Degree;Clerical;1;0
777,34;1;26939;France;FR;Europe;19057;IN;2003-11-27 00:00:00.000;2003;11;27;1958-08-25 00:00:00.000;63;M;0-25000;M;2;Partial College;Manual;0;1
1273,83;1;26940;Germany;DE;Europe;8165;IN;2003-11-26 00:00:00.000;2003;11;26;1958-06-09 00:00:00.000;63;S;25001-50000;M;1;Graduate Degree;Clerical;1;0
777,34;1;26941;France;FR;Europe;10779;IN;2003-12-21 00:00:00.000;2003;12;21;1959-05-06 00:00:00.000;62;M;25001-50000;M;0;Bachelors ;Clerical;1;0
588,96;1;26942;United Kingdom;GB;Europe;14021;IN;2003-12-26 00:00:00.000;2003;12;26;1958-11-04 00:00:00.000;63;S;25001-50000;F;1;Bachelors ;Clerical;1;0
553,97;1;26944;United Kingdom;GB;Europe;9241;IN;2003-12-13 00:00:00.000;2003;12;13;1970-01-16 00:00:00.000;51;S;0-25000;M;2;High School;Manual;1;0
777,34;1;26945;France;FR;Europe;10114;IN;2003-12-01 00:00:00.000;2003;12;1;1970-07-13 00:00:00.000;51;S;0-25000;F;0;Partial College;Manual;0;1
1214,85;1;26946;Germany;DE;Europe;16057;IN;2003-12-06 00:00:00.000;2003;12;6;1970-06-08 00:00:00.000;51;S;0-25000;M;0;Partial College;Manual;1;1
624,97;1;26947;United Kingdom;GB;Europe;5033;IN;2003-12-05 00:00:00.000;2003;12;5;1970-11-10 00:00:00.000;51;S;0-25000;F;0;Partial College;Manual;0;1
1293,33;1;26948;Germany;DE;Europe;18007;IN;2003-12-11 00:00:00.000;2003;12;11;1970-06-21 00:00:00.000;51;S;0-25000;F;0;Partial College;Manual;0;1
565,47;1;26949;United Kingdom;GB;Europe;20671;IN;2004-01-27 00:00:00.000;2004;1;27;1970-02-25 00:00:00.000;51;S;0-25000;F;0;Partial College;Manual;0;1
777,34;1;26950;France;FR;Europe;8209;IN;2003-12-27 00:00:00.000;2003;12;27;1969-10-07 00:00:00.000;52;M;0-25000;M;2;High School;Manual;1;0
751,34;1;26952;France;FR;Europe;1759;IN;2003-12-16 00:00:00.000;2003;12;16;1970-02-03 00:00:00.000;51;M;25001-50000;F;0;Bachelors ;Clerical;1;0
786,33;1;26953;France;FR;Europe;11184;IN;2003-12-13 00:00:00.000;2003;12;13;1970-11-11 00:00:00.000;51;M;25001-50000;M;0;Bachelors ;Clerical;1;0
1223,84;1;26954;Germany;DE;Europe;10774;IN;2003-12-20 00:00:00.000;2003;12;20;1970-03-02 00:00:00.000;51;S;25001-50000;M;0;Bachelors ;Clerical;1;0
565,47;1;26955;United Kingdom;GB;Europe;15473;IN;2004-02-02 00:00:00.000;2004;2;2;1970-03-08 00:00:00.000;51;M;25001-50000;M;0;Graduate Degree;Clerical;1;0
607,96;1;26956;United Kingdom;GB;Europe;20583;IN;2004-01-06 00:00:00.000;2004;1;6;1969-10-02 00:00:00.000;52;S;0-25000;F;0;Partial College;Manual;0;1
1759,97;1;26957;Germany;DE;Europe;19694;IN;2004-06-13 00:00:00.000;2004;6;13;1969-07-13 00:00:00.000;52;S;25001-50000;F;0;Graduate Degree;Clerical;0;0
1732,26;1;26958;France;FR;Europe;16887;IN;2004-06-25 00:00:00.000;2004;6;25;1969-05-28 00:00:00.000;52;M;25001-50000;M;0;Graduate Degree;Clerical;1;0
563,77;1;26959;United Kingdom;GB;Europe;12028;IN;2004-03-21 00:00:00.000;2004;3;21;1969-07-26 00:00:00.000;52;M;50001-75000;F;0;Graduate Degree;Skilled Manual;1;0
574,98;1;26960;United Kingdom;GB;Europe;17345;IN;2004-01-18 00:00:00.000;2004;1;18;1952-11-16 00:00:00.000;69;S;0-25000;M;3;Partial College;Manual;0;2
1268,84;1;26961;Germany;DE;Europe;4513;IN;2003-12-26 00:00:00.000;2003;12;26;1968-09-21 00:00:00.000;53;M;0-25000;F;3;High School;Manual;1;0
553,97;1;26962;United Kingdom;GB;Europe;2427;IN;2004-01-20 00:00:00.000;2004;1;20;1968-09-26 00:00:00.000;53;M;0-25000;M;1;Partial College;Manual;0;0
1237,82;1;26963;Germany;DE;Europe;10589;IN;2004-01-16 00:00:00.000;2004;1;16;1968-03-05 00:00:00.000;53;S;0-25000;F;1;Partial College;Manual;1;0
751,34;1;26964;France;FR;Europe;12104;IN;2003-12-06 00:00:00.000;2003;12;6;1968-10-09 00:00:00.000;53;S;0-25000;F;1;Partial College;Manual;0;0
776,33;1;26965;France;FR;Europe;9902;IN;2003-12-31 00:00:00.000;2003;12;31;1968-04-21 00:00:00.000;53;M;25001-50000;F;1;Bachelors ;Clerical;1;0
588,96;1;26966;United Kingdom;GB;Europe;3125;IN;2004-01-28 00:00:00.000;2004;1;28;1968-02-09 00:00:00.000;53;S;25001-50000;M;1;Bachelors ;Clerical;1;0
1336,96;1;26967;Australia;AU;Pacific;13124;IN;2003-04-26 00:00:00.000;2003;4;26;1968-04-14 00:00:00.000;53;S;50001-75000;M;0;Bachelors ;Professional;1;1
1292,81;1;26974;Germany;DE;Europe;19215;IN;2004-01-22 00:00:00.000;2004;1;22;1980-11-13 00:00:00.000;41;S;0-25000;M;0;Partial High School;Manual;0;2
765,32;1;26975;France;FR;Europe;8620;IN;2004-01-08 00:00:00.000;2004;1;8;1979-04-07 00:00:00.000;42;S;25001-50000;F;0;Partial College;Clerical;0;1
791,32;1;26976;France;FR;Europe;19293;IN;2004-01-21 00:00:00.000;2004;1;21;1978-08-14 00:00:00.000;43;S;25001-50000;M;0;High School;Manual;0;1
1283,82;1;26977;Germany;DE;Europe;3751;IN;2004-01-30 00:00:00.000;2004;1;30;1978-08-22 00:00:00.000;43;S;25001-50000;M;0;High School;Manual;0;1
553,97;1;26978;United Kingdom;GB;Europe;8893;IN;2004-03-15 00:00:00.000;2004;3;15;1974-08-04 00:00:00.000;47;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
588,96;1;26979;United Kingdom;GB;Europe;11404;IN;2004-03-06 00:00:00.000;2004;3;6;1974-06-24 00:00:00.000;47;M;25001-50000;F;1;Bachelors ;Skilled Manual;0;0
1744,97;1;26983;Germany;DE;Europe;3140;IN;2004-06-29 00:00:00.000;2004;6;29;1973-03-22 00:00:00.000;48;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
1764,96;1;26984;Germany;DE;Europe;15930;IN;2004-06-09 00:00:00.000;2004;6;9;1973-11-09 00:00:00.000;48;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
1164,47;1;26985;Germany;DE;Europe;18372;IN;2003-08-16 00:00:00.000;2003;8;16;1973-09-11 00:00:00.000;48;M;25001-50000;M;1;Bachelors ;Skilled Manual;0;1
1155,48;1;26986;Germany;DE;Europe;7899;IN;2003-09-14 00:00:00.000;2003;9;14;1973-06-16 00:00:00.000;48;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;1
1155,48;1;26987;Germany;DE;Europe;11128;IN;2003-09-23 00:00:00.000;2003;9;23;1973-09-20 00:00:00.000;48;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
1179,47;1;26988;Germany;DE;Europe;18850;IN;2003-11-11 00:00:00.000;2003;11;11;1973-08-22 00:00:00.000;48;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;1
1264,84;1;26991;Germany;DE;Europe;13710;IN;2004-01-08 00:00:00.000;2004;1;8;1972-05-09 00:00:00.000;49;M;25001-50000;M;0;High School;Manual;0;1
583,97;1;26992;United Kingdom;GB;Europe;9402;IN;2004-01-24 00:00:00.000;2004;1;24;1972-01-22 00:00:00.000;49;S;25001-50000;M;0;High School;Manual;0;1
1134,47;1;26994;France;FR;Europe;18705;IN;2003-07-09 00:00:00.000;2003;7;9;1972-03-25 00:00:00.000;49;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;1
1145,48;1;26995;France;FR;Europe;5554;IN;2003-07-12 00:00:00.000;2003;7;12;1972-01-12 00:00:00.000;49;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
1149,47;1;26997;Germany;DE;Europe;20639;IN;2003-11-25 00:00:00.000;2003;11;25;1972-07-23 00:00:00.000;49;M;25001-50000;F;2;Partial College;Clerical;1;0
1264,84;1;27004;Germany;DE;Europe;19189;IN;2004-02-07 00:00:00.000;2004;2;7;1971-05-20 00:00:00.000;50;S;25001-50000;M;0;High School;Manual;0;1
777,34;1;27005;France;FR;Europe;17752;IN;2004-01-31 00:00:00.000;2004;1;31;1971-02-17 00:00:00.000;50;S;25001-50000;F;0;High School;Manual;0;1
750,3;1;27006;France;FR;Europe;19375;IN;2004-01-04 00:00:00.000;2004;1;4;1971-03-07 00:00:00.000;50;S;25001-50000;M;0;High School;Manual;1;1
616,95;1;27008;United Kingdom;GB;Europe;13366;IN;2004-03-18 00:00:00.000;2004;3;18;1971-10-04 00:00:00.000;50;S;25001-50000;M;2;Partial College;Clerical;0;2
574,98;1;27009;United Kingdom;GB;Europe;2483;IN;2004-04-06 00:00:00.000;2004;4;6;1971-08-26 00:00:00.000;50;S;25001-50000;F;2;Partial College;Clerical;0;2
1274,0782;1;27014;Canada;CA;North America;5650;IN;2002-06-02 00:00:00.000;2002;6;2;1966-08-23 00:00:00.000;55;M;75001-100000;M;0;Graduate Degree;Skilled Manual;1;0
4502,1382;1;27017;Northwest;US;North America;17700;IN;2003-02-05 00:00:00.000;2003;2;5;1966-10-17 00:00:00.000;55;S;75001-100000;M;0;Graduate Degree;Skilled Manual;1;0
2071,4196;1;27020;Southwest;US;North America;19760;IN;2003-02-04 00:00:00.000;2003;2;4;1954-03-17 00:00:00.000;67;M;25001-50000;F;1;Partial College;Clerical;1;1
2071,4196;1;27021;Southwest;US;North America;19408;IN;2003-02-24 00:00:00.000;2003;2;24;1954-10-21 00:00:00.000;67;M;25001-50000;F;1;Partial College;Clerical;1;1
699,0982;1;27026;Canada;CA;North America;6405;IN;2002-06-03 00:00:00.000;2002;6;3;1955-07-11 00:00:00.000;66;S;25001-50000;M;1;High School;Clerical;0;1
782,99;1;27027;Canada;CA;North America;11098;IN;2002-08-08 00:00:00.000;2002;8;8;1955-07-14 00:00:00.000;66;S;25001-50000;F;1;High School;Clerical;0;1
782,99;1;27043;Canada;CA;North America;15128;IN;2002-08-17 00:00:00.000;2002;8;17;1958-06-09 00:00:00.000;63;S;25001-50000;M;2;High School;Skilled Manual;1;2
2049,0982;1;27044;Southwest;US;North America;3194;IN;2003-02-28 00:00:00.000;2003;2;28;1958-04-24 00:00:00.000;63;S;25001-50000;F;2;High School;Skilled Manual;1;2
2049,0982;1;27045;Northwest;US;North America;14111;IN;2003-02-18 00:00:00.000;2003;2;18;1958-09-05 00:00:00.000;63;S;25001-50000;M;2;High School;Skilled Manual;0;2
2049,0982;1;27047;Northwest;US;North America;3650;IN;2003-02-20 00:00:00.000;2003;2;20;1958-10-13 00:00:00.000;63;M;25001-50000;F;1;Partial College;Clerical;1;1
2071,4196;1;27050;Northwest;US;North America;9578;IN;2003-02-12 00:00:00.000;2003;2;12;1958-02-05 00:00:00.000;63;S;25001-50000;F;2;Partial College;Clerical;1;1
2049,0982;1;27051;Southwest;US;North America;4843;IN;2003-02-21 00:00:00.000;2003;2;21;1959-05-11 00:00:00.000;62;S;25001-50000;M;2;Partial College;Clerical;0;1
782,99;1;27053;Canada;CA;North America;15522;IN;2002-09-16 00:00:00.000;2002;9;16;1959-03-24 00:00:00.000;62;S;25001-50000;M;2;Partial College;Clerical;1;1
2071,4196;1;27054;Southwest;US;North America;20378;IN;2003-02-01 00:00:00.000;2003;2;1;1959-12-06 00:00:00.000;62;M;25001-50000;M;2;Partial College;Clerical;0;1
2071,4196;1;27056;Southwest;US;North America;8345;IN;2003-02-09 00:00:00.000;2003;2;9;1959-08-15 00:00:00.000;62;S;25001-50000;F;2;Partial College;Clerical;1;1
2049,0982;1;27058;Northwest;US;North America;5957;IN;2003-02-06 00:00:00.000;2003;2;6;1972-02-21 00:00:00.000;49;S;25001-50000;M;0;Graduate Degree;Skilled Manual;1;0
782,99;1;27060;Canada;CA;North America;13916;IN;2002-09-26 00:00:00.000;2002;9;26;1973-03-28 00:00:00.000;48;M;25001-50000;M;0;Graduate Degree;Skilled Manual;1;0
782,99;1;27062;Canada;CA;North America;4250;IN;2002-09-28 00:00:00.000;2002;9;28;1973-04-03 00:00:00.000;48;S;25001-50000;M;0;Graduate Degree;Skilled Manual;1;0
